day,path_001,path_002,path_003,path_004,path_005,path_006,path_007,path_008,path_009,path_010,path_011,path_012,path_013,path_014,path_015,path_016,path_017,path_018,path_019,path_020,path_021,path_022,path_023,path_024,path_025,path_026,path_027,path_028,path_029,path_030,path_031,path_032,path_033,path_034,path_035,path_036,path_037,path_038,path_039,path_040,path_041,path_042,path_043,path_044,path_045,path_046,path_047,path_048,path_049,path_050,path_051,path_052,path_053,path_054,path_055,path_056,path_057,path_058,path_059,path_060,path_061,path_062,path_063,path_064,path_065,path_066,path_067,path_068,path_069,path_070,path_071,path_072,path_073,path_074,path_075,path_076,path_077,path_078,path_079,path_080,path_081,path_082,path_083,path_084,path_085,path_086,path_087,path_088,path_089,path_090,path_091,path_092,path_093,path_094,path_095,path_096,path_097,path_098,path_099,path_100
76,1114251.2159242195,1017527.0403611412,794640.8798338344,909296.4457270352,1033200.2334109913,1095998.161655865,1055860.3594901517,1003280.6289171734,1021500.0081553998,1102194.1951492478,1025294.2783684109,1150651.586598806,1202681.9451519856,997025.0421014517,1253341.3552865873,1019504.5891855467,1169137.9959086233,1004150.3591546246,1200567.5739359825,1030964.2627926336,939147.7327261298,968756.7259233592,1085596.8318160863,1038133.5769957971,1042775.9325275103,1156951.5747517226,931712.4049058935,1058520.8444025186,886931.9493404769,847614.7330725255,1045727.5112125095,1248123.0674959524,1054414.2812388127,1093978.894985994,1099047.0456994374,979811.8912967376,1198340.179126094,1184404.6565416546,1030046.6970822098,886337.0347541732,1071399.1830188194,1044328.3204534532,1012195.0731107106,948595.2089017871,1275982.310763657,1364853.6529650756,1015081.63529618,1033720.2937430508,1014344.1446466774,1151582.0918360332,1054548.7308562351,978003.4549563034,1022467.321435423,1218877.4008769877,1250056.1233644232,917167.1988494591,1053776.1463365334,1003444.6619221839,1088902.1661424956,1066119.0070483717,882709.932905249,997742.2789314648,1006168.5179948618,931554.6177416289,1053804.1881678216,1331146.1462600778,1181198.6984722766,1240736.0619960716,970974.599001332,1131925.6926833624,1082253.2012168812,1021124.1616437627,1057954.230905102,989964.9251719866,1072852.6420577976,935540.2187449296,1145210.2542320092,989347.5911436668,1060282.9352002742,832420.8873100963,922776.6104396981,1201547.9104064633,1189360.713260305,1078098.5861618866,906008.8191277127,930057.9115099808,1007151.5836133327,1156274.7480555724,1050656.9252199286,1058075.2067083218,954672.2231313811,1172820.466531251,1149841.314417961,1154210.3607159082,905344.7704791384,933333.836903839,1039208.1869368833,1183128.9649010194,1226295.7303124391,985545.2427342853
77,1121089.6032763715,1011480.2043121312,771554.066521243,916073.4438556754,1014889.6216401233,1104320.65008921,1063371.6133816123,1009845.2990089582,1024514.3122337552,1091053.3952651147,1024236.6228360987,1146603.4365741091,1196505.500103377,998063.7429756374,1231603.3386501356,1020307.8263075624,1187188.895211571,995430.3189613804,1197773.8975290747,1029952.1466828871,926305.3797304122,973735.3885893552,1089278.2595491256,1026859.7703160371,1065899.223977061,1127221.6722762675,944225.9045770467,1052372.0383053161,892557.4776737106,834904.0323369917,1042681.3324855157,1235606.7263794385,1053157.899330043,1101537.0041139715,1107329.2650463125,979433.1594236651,1195714.0395364147,1183826.5905073918,1044124.2629608985,900928.6486655157,1080607.1200478002,1035692.8029728904,1014038.334619326,945853.3092510466,1283180.7875105473,1376499.9352721723,1006991.1518443761,1045832.3587249605,1005037.9773947531,1162890.6588987573,1057376.7926779576,969398.2446407389,1028434.9645051869,1230747.5721193685,1248611.8501370228,919934.0050997448,1052176.6002038044,997761.8140036917,1076420.9336594918,1078300.5612448577,885321.5691320201,1007877.0176646739,1021575.8570311848,916953.0326279411,1062982.501815119,1316864.0201409946,1184903.837479286,1245599.54212233,967014.1889932718,1133519.1435273022,1078691.2173511425,1028294.8173408217,1059386.4292328213,984049.96534633,1077661.353832693,948195.89830109,1155068.1029423883,1005045.9331666519,1068828.956598389,839513.7568930367,938111.2123157048,1212591.5445719836,1189756.9982435144,1082186.539275191,892051.842540992,936917.9449573932,988628.9028893833,1168486.9805867416,1045634.96791837,1067810.747436608,965971.7771134307,1193264.035369931,1134416.4642903998,1145918.9817345385,891563.0765691524,931732.030463766,1048418.1741523661,1187906.1259890285,1226530.9984396964,978706.8218050045
78,1144478.2140322784,1001377.7908534078,772285.669211685,922107.6578288593,1001480.3610532098,1099078.185812788,1050635.0848340022,994060.9666854502,1013743.4852749106,1108754.4128442202,1001954.6836549678,1162564.2876039243,1215160.3452478235,997352.8902147565,1236762.1726113956,1031679.564219844,1196559.7898926896,991925.3382357684,1188798.4714925035,1036118.121635537,923082.5811384545,960145.3248727341,1090628.1789461533,1029726.3262225207,1097258.949322307,1111374.916038532,935502.3638769734,1065021.728614421,898629.4931585562,840499.0841149415,1053987.3497208657,1236106.9111564292,1038991.214968677,1078573.6391083254,1093478.611870272,976085.8931887711,1215652.659175951,1191333.0111416918,1023668.6027825637,901426.8802949331,1077111.2380566048,1044007.2174539483,1016290.3947336699,956447.6721562906,1289117.6698090895,1381087.0310227924,1021491.2300594172,1040327.4695374473,990966.0190237334,1160462.5568421148,1046854.6526617968,967588.3483566282,1003657.2124704018,1241860.8446007723,1225658.9214308904,922852.3862764755,1049895.9054364501,992446.7592454992,1071448.644864564,1080156.2388306858,884199.906472601,1027319.2347198937,1033420.6756882909,921369.3212934232,1075051.2042402425,1327383.5997520892,1169167.694975148,1269429.8295660038,956839.4623528861,1146974.0182492107,1076659.0325649213,1032271.6966030605,1057265.2433247645,983687.9865437597,1083624.0375451576,936733.602632893,1154185.3861185473,1008319.4992499403,1070437.4302059128,835624.2322662547,944296.6362116014,1189778.945762642,1184861.2107338028,1096238.1839955945,893430.628382979,925187.5531507108,987163.428986201,1190796.4938266613,1026938.7322058547,1067272.7066469996,975470.118046358,1224211.3654290985,1118205.3617660778,1141360.7116277614,906395.9896122703,936688.808085008,1059874.8749026672,1202078.956215462,1225161.4524992926,990701.9166641483
79,1136354.2064069726,990858.5665538051,776711.558737637,927298.8947000244,989947.5077235958,1100427.4603154748,1055958.9088199637,985611.1492421271,997936.6498570091,1102848.8255570226,1003340.5130931541,1187127.745197743,1220228.8476337714,1010500.4487302412,1235530.8844363934,1041327.7778173429,1201168.5774928932,996942.2029569234,1170455.3171946474,1051415.894586163,924288.0044894563,969135.7780430008,1086357.305875498,1046953.3780322823,1102970.301781606,1118912.9670144168,937218.8423431014,1070901.0830685599,906959.2173827721,837190.9610873905,1072458.7119579182,1232364.0712622774,1045687.9158799967,1091089.5605152852,1103657.1118612322,983348.3314149654,1214310.1016491319,1198588.690335754,1041415.4698864726,898916.3325286604,1101604.5149713706,1040582.6642853097,1000541.2345611749,957967.7281765419,1281384.2826147794,1396085.7727312436,1007396.4149225956,1058197.7450031978,975426.9316771257,1177056.8496618622,1032245.1735546853,985734.6319706052,992753.474602289,1259844.1830114184,1251903.3176328742,923132.1846634808,1063286.7428928828,992958.4888753956,1082763.5432295625,1073203.3931015288,877966.7982693522,1035968.105013744,1061165.2276121967,919140.6186340543,1085042.0262490923,1359250.1320406108,1176297.8816270304,1270324.799659056,956589.9088916354,1153787.6480215925,1082708.959018407,1023317.7429886704,1049677.8465293155,983275.8916020623,1055372.401366258,923110.4897874494,1165415.1301016556,1029170.6325564139,1059225.5997579293,841756.3113778788,951166.1088825527,1158905.3805607245,1176002.976616487,1089006.6009124753,894801.5801619508,914359.1416026416,992658.1569132551,1204959.3817695635,1041702.6616855114,1073747.1621253928,983925.0543963356,1240415.5272424594,1120204.3995854068,1168452.112102038,897509.8918677873,919302.8961285604,1081228.061565703,1201927.3859824694,1235052.4130525526,972396.9815031979
80,1127468.0386282483,1011484.2473901999,772436.6677071585,937341.9502681853,984965.5900818305,1109532.1489772806,1045533.3667044677,995983.2294159575,995931.171011273,1103305.87601928,982635.031470898,1213287.5075276233,1225309.6191013209,1015363.1562065224,1247889.6813313612,1038909.1282632301,1178686.0557503474,997281.5831671143,1194096.647948091,1052000.455936344,923609.0607724258,948518.6597785498,1094082.8824913052,1046373.0961923761,1091168.4724812272,1143030.0241325689,944660.7981468767,1062382.3698393223,908358.186963788,829416.6271125226,1068596.47922909,1257613.5186178877,1017441.5420802583,1083198.9624990006,1113686.7253071263,975487.3904349953,1217589.911196498,1221971.7940694094,1041048.4651327553,911848.6679642289,1113912.2779599072,1058421.7993881966,1000250.4076328011,975311.4767059179,1254622.8914018727,1421112.1327647595,1003242.1017231235,1046479.8745882083,970873.0173920537,1178806.3680304764,1026488.4853436636,988365.394359446,992621.9332750383,1234910.1305037013,1258644.5345103643,924832.5767547365,1054097.9118714386,985537.954544912,1075798.9102217457,1051539.8285266918,864755.1516367417,1045634.5294133016,1085483.508401159,921794.1663162699,1074135.5410950899,1356319.6447488645,1189448.3372998636,1275965.5064743145,949850.6208164475,1142704.3669442937,1084268.0615692195,1015517.1438607511,1030542.2055203475,990176.991133969,1051426.1899788468,907649.8474524186,1160405.862242737,1009962.263276277,1077217.620269521,841318.7532439034,958020.5506287606,1163738.7483063967,1207381.1951272083,1088764.288238693,892923.1324108269,907692.2118931098,1009517.8212316636,1190279.9368194658,1027895.5075876479,1045074.0493526743,979592.1387229451,1249338.996205965,1106996.9418973976,1164047.047016504,888115.8821740273,935522.3873448282,1088688.6199240447,1210540.4237137747,1257822.9707603944,961780.3182648146
81,1115129.6137566345,995932.7509331532,770787.4735391836,943838.8485979415,985889.1877497467,1109122.2531204787,1046674.4315723047,992751.6693212725,1002158.3693609979,1106849.6041011908,987878.735197472,1201889.819868331,1251725.8414596422,1008271.5762031553,1238050.4761752808,1051007.4365967512,1181831.667531714,1007702.1389348026,1205882.5492055658,1048965.7504632135,894830.1860485682,944502.1853247028,1094429.0570544666,1047564.401172321,1089908.0758280593,1149024.9229852182,944018.4834691638,1067554.6240771515,902093.2892072675,849905.6435227421,1090331.043255738,1254006.2401943146,1018963.8453825447,1083590.5313415807,1102329.1219003636,967675.8557670626,1225520.1812533655,1237511.344399953,1038862.2869712183,907863.2027624977,1120913.6280288957,1065328.3305280833,997142.7668684239,988814.250971548,1252139.4716720397,1426279.9320416695,1017844.5076956628,1035547.154792422,971283.9924491196,1163484.33576373,1031775.6982853858,982418.5811981041,992201.5372986009,1253000.8770911824,1269417.6339058008,922263.6422347784,1048602.102246908,980982.6770394889,1093482.9076304364,1046168.9552687332,855758.1504751483,1040712.9542608995,1101940.3735354582,919478.4499730597,1072051.2904447715,1362096.1712578284,1179251.9449912698,1266471.4709072502,956836.1525230961,1155371.7262697546,1092291.8208740037,1019414.9390999681,1042474.1757059731,1010893.5921824052,1057841.6614613465,903576.1508771933,1132075.595792716,1008162.6697108699,1048521.2261848837,845542.023124068,959048.8097528727,1153628.3499132642,1212411.4238888272,1094008.6024656263,891033.7249584161,913518.9260356359,1013139.7060240197,1192981.1027139241,1034350.480034084,1047482.9033648046,977494.206612058,1270354.4647118445,1096396.5356001393,1170011.1176713093,891283.0852485223,931901.4505385382,1104989.8441663787,1212927.8753614796,1255774.4465782968,947069.7849079667
82,1107314.7218884497,980698.920786805,775533.4264512794,942476.5891862061,984191.376730212,1116307.0997202042,1043234.251177493,977529.1761604283,1012297.3451278363,1095989.9702415813,984819.3167658116,1212315.5626458898,1279911.3465978985,991630.7675477504,1233342.5192778925,1058564.2539652854,1179376.3970727634,1004354.7351486998,1195548.1116454727,1061487.9168441666,896375.157464347,925384.1784277556,1094248.0789481131,1077234.5073239608,1096883.139273821,1165543.2290579593,950464.4511422309,1064441.9630057653,897350.2185761345,850762.2957341579,1087377.0606629783,1255933.6205222562,1031926.5403240891,1078986.2244898106,1099998.5975578853,977062.6529496043,1208392.0159212996,1244070.2890195807,1047420.5669010865,924884.3167856055,1123082.1693545475,1060092.5272370523,1008836.6207042065,983505.2417866804,1238984.3563248091,1402396.566696569,1029846.702635347,1045202.7551950458,977459.130224137,1160242.2231177844,1033094.8945968566,986208.2686490604,1016136.5729921084,1259299.468944057,1261634.5926792345,905287.232338596,1062746.5670050362,974319.0710029381,1075987.649729074,1040248.4937891678,857227.7118631726,1056187.9900069817,1112402.7386517038,921340.885430725,1087167.3756959282,1350937.1268020088,1193802.7101019614,1277377.5294092426,954690.295937293,1159092.7908051265,1091977.6356335597,1011481.1692623335,1044469.9769069245,1011026.8561758288,1057964.4053005343,904769.0904544102,1148259.1039788362,1026863.994665032,1049901.6825385417,826231.9004528737,964556.9060549814,1162493.055628613,1217410.410653159,1120468.7928807393,906143.4042851727,937658.5622801031,1023762.2671711955,1192093.7075260885,1026309.6508450786,1057832.5639291396,962447.5831247917,1299549.7373216467,1114877.5879104014,1181732.4733690356,880313.4808140477,950979.9141623492,1122566.171864353,1197759.8006225843,1255375.1757314976,952162.462984126
83,1119209.9890065712,981752.4177753794,764052.9901293388,932221.5125285405,970907.4615650418,1102387.5689618108,1038948.9711818112,986660.2050398457,998280.9922692677,1082239.4051295654,999170.2142939228,1199108.4854011422,1272023.7590684053,994700.498309077,1226594.4994535197,1066476.9895846357,1176316.8464873047,1000371.9129642596,1202866.218877141,1057799.2278779615,900395.2602114249,925588.6527593919,1093716.611313704,1066686.531405498,1084200.2415238828,1180415.555876386,944246.9233820093,1049108.3988033107,886477.4817775668,841213.0732128794,1079974.0383693776,1255490.7493948962,1036269.8507624808,1080297.2323338722,1085960.1115157777,969114.7451774552,1222575.3117684473,1239817.0803210167,1035901.3033213356,928878.909005484,1129874.8750823669,1068393.488545126,1021565.9597348648,980641.0150382726,1254835.2878881162,1418466.818659167,1014266.2157194433,1049372.1019969063,972543.4526708534,1166118.907154825,1039267.3681171862,977957.8012627716,1029248.9204060842,1269295.852878635,1260276.2773836527,899085.2247831118,1063140.924967116,983773.2532518853,1076016.1801337805,1037825.5122388654,859872.6075099256,1064237.7968158936,1100961.1688656148,923156.4071721089,1084330.0317397697,1332391.6575234476,1209438.8733858808,1286449.540219188,965594.8307957016,1160597.3512242069,1070700.942593243,1009649.1572556052,1051092.784193029,1014635.2030063332,1047468.046717833,902226.3771091669,1148928.2495283736,1027288.0109508507,1028764.7289741156,829721.2112247287,954516.0639072671,1160243.6685917417,1206416.255961546,1120794.5779330716,902689.3545299874,954691.3935220136,1045175.4782400264,1196837.7304337404,1034745.3442904957,1074307.6763220234,965074.9984173705,1299440.5265414887,1108507.922930808,1186998.397291728,876058.8080581488,943393.1148837107,1132954.8404408821,1224029.3971081907,1274690.2412558363,946246.132530664
84,1117268.7974856882,993407.9751960621,763803.4375742925,911642.5853890324,977749.3511095217,1097856.3130352714,1045539.7067142529,999766.9385500067,999223.5853152121,1090835.6775918659,981518.8768243197,1205636.508670216,1281250.7241640165,1005302.7264053023,1241603.7676173798,1079879.6391980723,1169299.703572104,986052.8665995426,1196179.1702270138,1063581.1885009983,904024.6159191504,912623.0825186523,1101754.210565365,1062207.2753299547,1082600.6159158903,1184115.7071953518,948497.9251606342,1056791.1315977061,894621.0269811136,849583.8037254413,1092332.4582772818,1245831.6761030592,1042355.0484127973,1081182.8683178,1084655.153328573,975795.3283279442,1230993.1767921252,1210514.6637950696,1067966.535660101,935334.511537659,1108794.3158667986,1066332.7885872917,1011563.5957545863,987443.5652735719,1233605.9060262754,1441270.7488515032,1027652.0948998127,1052994.8568808187,970736.4080488187,1186729.2230484458,1038871.7086501931,969371.6459042236,1010348.5920092319,1271132.5024344472,1261000.4687086695,908641.7209601948,1069771.473823058,983398.3880424157,1081699.9351617156,1022814.8256718193,868676.9614998234,1055586.7344332896,1116117.9161535553,913945.5688176403,1074964.846503582,1329614.6880854662,1203613.1908767098,1282549.7406215097,971946.4577964564,1167637.9966773838,1051248.1981159176,990673.9921531986,1057144.8004100954,1003578.3354472576,1051009.5478405065,892446.1035916135,1158759.957696924,1019996.2496979487,1055686.2879832413,828393.81950521,958211.4447476014,1160751.8871701346,1203214.2572303347,1135797.5630388276,912418.7726377271,952812.2480474116,1034605.7139905953,1214560.6513951346,1035741.296826076,1071264.0012102067,962447.3462340297,1296486.4268744108,1121108.6000108547,1187600.7526454192,881402.7001818673,946203.6285180638,1141634.1775424867,1225795.2525290065,1281208.8253433392,935388.4031497149
85,1111559.1645595406,994431.8191961836,755988.181180658,912468.7608054933,976245.0522566477,1110217.690504308,1051658.1494601795,1012974.0393771157,1015725.6586005468,1099261.231581519,981895.5273968764,1217750.7121238885,1290653.0694041841,1014883.2978327007,1252021.1723320335,1078084.1955559368,1165231.2666750678,988906.8437441742,1218459.6457945902,1066660.0672949094,896205.2651332455,926716.3218561757,1121593.8958704562,1046031.1926345552,1084607.9504261748,1189870.9506245432,949775.3044176386,1036896.6836661602,899958.5183104934,856871.3323036149,1096791.2357789043,1247226.9581223603,1048425.7221655615,1081873.9785892006,1086077.079462372,1003867.872077584,1215598.6633627354,1232289.070921673,1070117.2149813178,943586.3907728815,1106829.8982589147,1040129.3165322229,1032523.1076802211,985248.4269162496,1227813.6754784503,1433828.558741746,1033078.2342860547,1054781.0168916897,995834.9454212222,1177738.0007285103,1047508.4282545173,963730.0313802334,1018723.7262861715,1290477.1764629432,1243670.9009587718,902276.7274461725,1076315.9168079817,977189.9368487817,1083783.1501496593,1014800.2788381485,875693.619936782,1082131.0849344765,1132087.4524632907,928999.2711174377,1083935.3611380171,1329995.0032691064,1230226.6313450078,1277986.6666456088,959728.5008031074,1166435.3987220377,1039047.8289517813,997010.0048454002,1048270.6788552211,1031868.308254068,1041237.4630775278,906703.0634394911,1186410.2961591943,1025371.064132186,1067613.3997628062,851874.9873841418,956550.1669225922,1154830.070799835,1201567.1109601287,1150878.7420711573,894805.9104305803,965270.7445347718,1036837.0507211253,1189755.658601125,1042051.0687803053,1067295.039849421,955854.2916024845,1312318.8271363045,1134608.9962543712,1208175.4990104781,882926.9330224002,944467.8848249876,1142797.4434920186,1229732.5045941675,1292315.5261784762,948014.9544959272
86,1127003.4108611047,996680.520159521,757936.1191577321,915444.5877048991,959230.7661017249,1129270.3314137063,1068312.2057855297,1018178.1966227504,1026518.9704258447,1106844.6111885307,971143.4170208456,1210209.2693300121,1284460.3517535126,1005919.7972285632,1237087.7021702842,1076304.0294767518,1161812.8645346737,1001615.8896268108,1203620.8553640915,1077634.8866510806,911663.6538171765,927121.8732592299,1118137.071730705,1030548.2985245594,1088879.7277041443,1191013.6622813104,963629.5278794538,1020990.2872994399,892684.4117636957,847064.972936147,1095466.1621541472,1238488.8265563564,1028425.5543578864,1088817.304893958,1105761.8594851615,985187.5469031965,1195244.6925848883,1223867.418263154,1061479.9110480484,948425.4407729926,1114635.830732951,1039050.3633533927,1045069.015760716,979969.79441814,1213922.5992300892,1424623.5102443008,1038780.9370658705,1052864.285602539,974448.7907765748,1199943.8711407634,1038323.5488164382,968758.6662162613,1004525.1300274822,1316689.0980581418,1245320.3324459149,915587.2788513597,1091429.5249224647,963494.8688944706,1070909.6012528657,1044830.0569598066,886511.7618270161,1096695.6898762458,1120489.906220325,924404.0798633264,1084539.9826861687,1353367.5907930091,1237959.65108568,1292974.3918714756,964715.7307077725,1196063.2220329053,1059088.5141016894,988339.2482868052,1040545.155950578,1035505.9989912594,1051634.4996577518,924739.820957714,1196904.7823118125,1025682.3959896257,1082393.2681754255,851706.8152221804,966155.1227757626,1156712.3456340174,1169712.9055058085,1151337.1527358082,893959.6320900918,976390.9775932658,1031706.3053682612,1210855.8772598002,1038427.4924157037,1067356.2242284298,945758.5775180529,1315942.7647815289,1162054.3182441518,1218361.4781171498,877884.2148438059,947394.5349537065,1162270.6311985739,1232575.919254709,1273253.063155809,952372.5524504982
87,1124120.793532018,993981.4287622626,775230.5711486931,912673.3935491286,957552.9461674693,1138033.853962205,1077008.2406126596,1016788.2240007666,1017612.9745960416,1120246.7492175596,959490.4624058756,1221234.281111699,1286048.149419312,993149.2615617288,1241019.776588623,1089801.4093096405,1139657.841250455,992939.4234679396,1189406.914424147,1074205.8749739681,922859.8771727146,932478.8898751052,1131421.6923647732,1021191.9593179903,1068416.6999750617,1174699.6878124725,957785.9147735685,1014439.25721137,893573.2587881329,851047.1815456568,1083445.9288026972,1242962.250199612,1039441.9580997556,1089391.0257335857,1103318.4171700156,987161.8077899369,1200798.0272575398,1227163.391950984,1079503.5702855014,937228.4817144361,1119978.35183103,1044118.6384143148,1046815.3279312316,978296.5407539465,1203997.684344493,1401129.2875301593,1060176.1937212644,1076177.8650506812,981958.3470206055,1207254.3718557188,1032278.7237079208,954660.1102518461,1026761.0710535606,1340603.9733888963,1237595.1115140142,899692.7739955967,1097681.5429977044,970469.6715540704,1076102.339161333,1048261.1168423687,883819.5650917809,1099342.522145826,1107168.2611292452,928766.112030309,1078529.481881451,1374772.480925603,1216172.0206802478,1293583.3036271178,965046.5176878644,1222262.252088028,1067512.3812072403,1011258.5838741228,1046713.6136154236,1043522.7132402341,1063181.6795133513,923476.7297254732,1182415.6612773803,1028556.8209780289,1083121.9234853284,851405.3481277509,964052.2002752911,1143639.614703945,1171160.640186109,1156366.7623690115,894167.3529915557,969153.9840396396,1032334.9117665759,1227408.383546306,1046608.356469926,1050751.3143143128,942308.313189699,1331094.3429273425,1179558.0884319816,1215206.0274907618,867126.6264109408,946514.5820405836,1166786.7519037123,1231054.479777626,1271256.9775716565,951327.800369676
88,1114198.8894519384,999134.0851639222,763118.0599086444,921704.882918124,964949.9759790959,1134705.8385738276,1081640.4956065386,1026529.2504369761,1029296.3289998771,1113139.189973049,954775.5649561059,1219550.2961517046,1299272.6227884209,999286.5076024948,1247088.9985657965,1090365.1626608705,1130948.873287924,982342.3594999942,1206777.819609246,1085244.0254481914,920623.6621236509,937549.6913596997,1131564.5148443684,1018434.8991736736,1060776.42284415,1173333.8670281728,983547.135369609,1016020.4636942754,900545.3158119369,856142.6469894573,1102971.3310727498,1256342.8682866439,1039009.4291990395,1083104.4747139888,1104499.4891202888,993658.7914437981,1189784.8135904346,1250381.834269983,1084239.5877041148,942184.756504827,1117048.9570717819,1047345.1393342112,1040200.4830973219,966537.0102246738,1203525.5537730574,1416251.604592501,1068965.5122345947,1068266.0791992606,971550.8061436188,1208255.6904255692,1050121.1836236767,952712.980955063,1019832.0272967223,1317546.0052448616,1239284.3800635175,905138.7425822241,1104757.407892213,971628.8827711352,1087472.3641153213,1056757.091820891,883540.1465153979,1097458.628442399,1107981.7274277485,920688.8165477333,1077234.3679563927,1385146.9681642368,1234586.098064332,1300601.506259297,981352.0214130472,1211827.0405625706,1074652.1238059818,1019434.4848867547,1037292.530504957,1053821.509429575,1082734.2026135877,931525.430922629,1165639.813022273,1020574.8314798706,1084346.1605691668,856266.8495480622,954821.9730129226,1146451.2391575691,1183842.5976889834,1153530.3999057487,885483.6370749241,968599.845384869,1023875.6012383478,1246735.8551137436,1075461.004235817,1055632.8627285038,935631.0094163812,1343457.6477111052,1178911.6787805324,1227626.2066628947,858220.1354377163,946340.4033151253,1180986.8584037924,1234340.3586939173,1278693.7060679877,943094.3900618479
89,1130441.7309415443,985340.628388053,756631.2806975225,920589.4267301592,988735.0813641552,1137960.194150048,1092268.4354953987,1038028.4324316762,1025051.6547011863,1114172.622658847,956052.3164328855,1229063.6059128495,1297862.6960020158,998484.733761367,1248935.588592801,1088575.0282003307,1102786.7177037061,988084.3201996363,1211265.029146936,1087450.6202781184,906641.7942315625,928541.6398418036,1142060.3703712292,995119.6319949842,1075818.1615762077,1164682.8846263036,980010.7503533955,992824.5589441457,902234.2357671086,850468.3404191693,1109410.2625191112,1257338.5178918007,1013265.2852732702,1069811.0284169698,1099992.6353281632,996621.8883862412,1188938.5757551389,1250328.4822852772,1085581.8315895547,940202.8455590395,1115410.8323069888,1049889.252484256,1031216.1323285265,971358.783232875,1190845.0977357381,1396443.475797962,1075487.1489545412,1080845.2029111416,982168.6390914996,1218219.7075625109,1063693.2262117362,943142.7394697692,1025601.6434760644,1343670.3116956695,1250052.024230839,902718.0457364902,1089178.320897101,988927.8671199912,1097730.6975869932,1038312.9540650579,863170.1975527535,1100198.428440124,1108423.0988875045,916728.5034300798,1093338.901098009,1385629.0665840884,1248082.9787048628,1300532.9718678459,972411.1215377117,1198778.3895552398,1088219.578095014,1035340.8914925922,1042414.8931037573,1047577.3162922463,1063224.5633799497,944903.4947532339,1144554.4107345713,1033766.9581287398,1065844.2088592227,845275.0622596163,932157.7830441965,1144913.2589738118,1184835.4339923689,1157171.0218918356,891415.0515178702,971012.8524564602,1006567.3493254617,1241904.7309478316,1072762.6932828887,1059986.4108767502,931127.7046903482,1346048.7304860863,1157772.0592040587,1220458.7286936068,857280.4605902724,975307.0180416234,1161306.0949610514,1232094.8495041355,1294730.6223575308,937920.0930747851
90,1126196.8145626576,976691.3452371449,750860.4579466337,921051.8440096856,997500.6066269698,1143582.878147097,1079199.928989566,1041980.0632520338,1028113.787645457,1117221.0226527157,948632.2171883456,1228374.9863553036,1322208.6575530546,1014373.677550438,1248940.4263938263,1080408.3152491113,1100764.690566673,995531.497843073,1211729.7438124996,1103439.948765859,904136.3901736167,931392.3263605104,1143899.200532306,987897.3735227829,1082710.751497865,1168752.7107094335,986265.8059371155,989730.9251400895,899305.1282205145,835266.4695007883,1114771.8643858796,1248734.031014372,1008674.0331815223,1054575.4957087976,1115524.6353263522,1010064.6428332607,1207712.7684019243,1221888.2371507273,1080044.5284540104,941249.3303867637,1103952.3040111135,1064827.6638633593,1039819.8213373683,951484.8534583632,1209836.991264875,1399870.4359296334,1093285.6426332255,1072550.3680873765,985214.7551104946,1229765.3443352906,1067946.9898898145,948586.163295838,1031982.6100070177,1355849.2573294286,1233592.583522139,902332.5866829058,1092691.4343274492,1001065.2144754449,1107382.6905831725,1048773.911403764,863889.9970273523,1113766.9944964438,1114294.18527371,933113.3001731866,1097885.0846712543,1383818.6440550252,1248647.9508521575,1290656.8834055078,982929.5493758237,1192949.8949082675,1063036.27055355,1035152.9552294047,1051653.7815186,1060176.1561106304,1073995.0302181707,939606.6046825638,1118262.2545971253,1032212.67780239,1061493.1197292046,843759.5076500446,937259.3437173542,1169177.514080989,1189416.178023962,1150583.1962041738,885739.4485545848,979900.9050186917,1001802.0729389549,1213724.845159026,1082836.524139344,1079393.9723122432,940755.8329618798,1347540.9734281981,1162412.799283678,1230975.9481208357,846079.878078079,977684.9736031692,1160409.1729665115,1239700.2476324781,1311091.2941946299,942659.4785248558
