Date,AAPL,AMZN,CAT,JNJ,JPM,MSFT,NEE,NVDA,PG,XOM,^GSPC
2022-03-08,131148300,91662000,9318600,11100300,19207800,48159500,14717600,557467000,9517200,72082300,7243120000
2022-03-09,91454900,82656000,4798300,7248200,17536200,35204500,12710000,492742000,7044100,65466700,5662670000
2022-03-10,105342000,135062000,4886300,6171400,15604200,30628000,9554300,428066000,9221000,44644200,4980830000
2022-03-11,96970100,68900000,4045500,5188000,20061800,27209300,7230600,367209000,7086100,35303400,4938640000
2022-03-14,108732100,74086000,3530700,7729500,15786900,30660700,7133800,385354000,7964600,37462600,5574920000
2022-03-15,92964300,75584000,4364200,10554400,15096600,34245100,9567000,491996000,9868400,47957900,5392470000
2022-03-16,102300200,84958000,4378700,9603300,20354900,37826300,8261200,671422000,6908900,37812300,6309750000
2022-03-17,75615400,72934000,3600400,7472100,17050500,30816600,6341900,471941000,6003800,34041900,4985090000
2022-03-18,123511700,102962000,4105100,13809500,23656500,43390600,13470800,730719000,15570300,41461500,8278430000
2022-03-21,95811400,66538000,2902200,7574900,12676100,28351200,7181700,591727000,6937500,33089300,4869820000
2022-03-22,81532000,64086000,2461500,8442100,13548600,27599700,8516800,547007000,7292100,23132200,4754840000
2022-03-23,98062700,55812000,2001700,5254200,12093200,25715400,6125800,502120000,5531900,27716300,4550670000
2022-03-24,90131400,56798000,2110900,5012300,10017600,24484500,5498000,877379000,4203100,19871600,4131390000
2022-03-25,80546200,49032000,1581100,4809500,8383500,22566500,5481000,579016000,5047700,22398300,4305020000
2022-03-28,90371900,59854000,3072500,5604200,10818100,29578200,6177700,425494000,4234000,21552400,4312260000
2022-03-29,100589400,66154000,3667800,5933400,11316500,30393400,8954300,488984000,5643400,27036300,5085910000
2022-03-30,92633200,56168000,2507400,6277600,8771000,28163600,6829300,463487000,5779300,22079000,4385570000
2022-03-31,103049300,59966000,3152100,11490400,17353900,33422100,10082800,523440000,7538600,27861500,4823020000
2022-04-01,78751300,57090000,2618300,6525600,15721300,27110500,6453800,517235000,5742600,18671100,4562940000
2022-04-04,76468400,49882000,2181300,6860600,17416400,24289600,6465700,397120000,5992000,20869400,4547350000
2022-04-05,73401800,53728000,3582100,7446100,12110300,23156700,7203200,436615000,7653000,21753100,4800620000
2022-04-06,89058800,79056000,2783300,10330900,12914700,40110400,7621900,703833000,8884700,24768200,4986830000
2022-04-07,77594700,68136000,2253600,7385200,12994200,31411200,7817400,557992000,6889700,26122000,4821490000
2022-04-08,76575500,46002000,2450200,7144500,13126900,24361900,5731600,524781000,6045400,24866500,4083200000
2022-04-11,72246700,52112000,2494700,5932000,10466400,34569300,6745200,575207000,6158400,21800100,4266290000
2022-04-12,79265200,55178000,2508200,5957500,12989900,30966700,8714800,662258000,7221500,22444200,4152090000
2022-04-13,70618900,53390000,1898900,5643100,30838000,21907200,7858500,516943000,5247700,19306800,3828150000
2022-04-14,75329400,51598000,5337900,6188200,18835200,28221600,7164100,569097000,7806500,24566400,4083090000
2022-04-18,69023900,46514000,3644000,6318700,11834400,20778000,6279100,525701000,6034500,19032300,3910490000
2022-04-19,67723800,54926000,2689400,14380800,15015400,22297700,8104800,512781000,7897000,20382600,4108120000
2022-04-20,67929800,59630000,2907700,8044900,13430200,22906700,8457000,468974000,10196100,20689400,4290450000
2022-04-21,87227800,63970000,3571400,6969200,12174200,29454600,17712800,656209000,9365700,29010900,4636890000
2022-04-22,84882400,73078000,5053700,8003600,14318800,29405800,15284800,624713000,9394600,23591600,4651940000
2022-04-25,96046400,61874000,4145500,11176500,17149000,35678900,15697900,641566000,6986800,37698300,5240040000
2022-04-26,95623200,77530000,4176700,10190000,17209500,46518400,10971600,653143000,7769500,28941500,4689970000
2022-04-27,88063200,71336000,3358300,11090100,17215200,63477700,10989600,499460000,6754900,32773000,4769680000
2022-04-28,130216800,117316000,6092800,9403900,13015600,33646600,11325600,570327000,9306800,33683800,4854180000
2022-04-29,131747600,272662000,3404000,8463100,14874800,37073900,14912900,500435000,10637000,34656500,5084030000
2022-05-02,123055300,148788000,2639500,7145400,18545000,35151100,14338100,572049000,10351600,36335200,5163790000
2022-05-03,88966500,79134000,2121100,5898700,15720900,25978600,10419900,475751000,10344000,33908100,4582050000
2022-05-04,108256500,110746000,3023700,5923000,17128500,33599300,10859600,648855000,7771000,46188400,5136360000
2022-05-05,130525300,144392000,3005600,7089200,15055400,43260400,10382300,626331000,8217100,41013400,5077030000
2022-05-06,116124600,124260000,2268400,6434000,14417900,37780300,9364900,633297000,7304800,29619300,5116940000
2022-05-09,131577900,128124000,2929900,7855200,14312300,47726000,10442700,644455000,8540800,45851600,5954520000
2022-05-10,115366700,105434000,3040400,8186700,16382400,39336400,14731900,761474000,7447400,34483200,5885820000
2022-05-11,142689800,109704000,2552400,6138900,14630300,48975900,11129000,670167000,7692200,33020600,5816140000
2022-05-12,182602000,132026000,3282000,6898600,16318800,51033800,15364900,708728000,9600800,29491500,6286450000
2022-05-13,113990900,93684000,2323800,7732200,10443200,34925100,8010600,670437000,5675500,25798400,5183340000
2022-05-16,86643800,74566000,2540800,5516700,10269000,32550900,7339500,521446000,5971000,26101200,4415030000
2022-05-17,78336300,76448000,2275900,5751100,11160200,28828800,8889300,585830000,6509100,23120700,4841410000
2022-05-18,109742900,108380000,4723300,8608800,12664900,31356000,10316800,545161000,9670700,25451200,5103220000
2022-05-19,136095600,88142000,2887700,6874500,12765800,32692300,9593500,621310000,9694100,24387400,5113550000
2022-05-20,137426100,99500000,5404500,7522100,13150100,39199300,9747800,739105000,7786900,28795000,5130730000
2022-05-23,117726300,107798000,3246600,7040800,24376700,33175400,10378700,639889000,7134500,27239300,4420030000
2022-05-24,104132700,102934000,2467800,6419800,19324900,29043900,11133500,588550000,7207400,24293300,4923190000
2022-05-25,92482700,93120000,3080200,6558900,12780400,28547900,11192100,781132000,8217800,29947800,4802560000
2022-05-26,90601500,93002000,2016000,6897600,15990900,25002100,9431300,996575000,5702600,24314800,4709970000
2022-05-27,90978500,93660000,2020400,5853600,11177800,26910800,9435300,738379000,6028800,25588800,4375620000
2022-05-31,103718400,144634000,3773500,16391400,17015000,37827700,29712000,664100000,12416700,44888100,6822640000
2022-06-01,74286600,127528000,2314000,5175400,10768000,25292200,7994100,544514000,7036000,25815400,4531800000
2022-06-02,72348100,100560000,1784100,8666500,8374800,44008200,9640600,648656000,6479800,19089100,4405790000
2022-06-03,88570300,97604000,2222500,4234200,8596000,28059000,9293500,598779000,4720700,21038200,3711110000
2022-06-06,71598400,135269000,1565400,5386500,11323500,22400300,12716900,422406000,4751100,20682100,4332700000
2022-06-07,67808200,85156700,1799000,5447800,6722200,22860700,7405600,388914000,4918600,37810200,4248210000
2022-06-08,53950200,64926600,4171300,4333100,8422100,17372300,5198000,363252000,4369600,31613200,4159470000
2022-06-09,69473000,67029800,3045700,5509600,13560100,26439700,8354800,395574000,4625700,26607000,4134170000
2022-06-10,91437900,87266000,2604100,6647300,12945200,31422800,8598500,465248000,6630800,30950500,4889640000
2022-06-13,122207100,99277700,3559400,7997000,16805600,46135800,11882300,604153000,8549500,33421000,5636890000
2022-06-14,84784300,69728800,2359000,7116800,13357900,28651500,11412500,469680000,9980200,31264000,5153890000
2022-06-15,91533000,85011100,2343100,7796100,14083500,33111700,12085300,563936000,12178100,29620800,5530480000
2022-06-16,108123900,82186300,4789900,7056700,16724900,33169200,12729200,545749000,9683300,35696700,5644930000
2022-06-17,134520300,99772100,7226100,12486600,30919900,43084800,15919000,630334000,17113300,64610200,8520740000
2022-06-21,81000500,70901200,2755400,8219700,11680500,29928300,8466900,483089000,9017000,35951500,5292260000
2022-06-22,73409200,60040100,4008700,10593100,9842700,25939900,12686500,437135000,8374500,29727200,5058990000
2022-06-23,72433800,64345300,6667900,10223500,11851500,25861400,12502500,463680000,6418300,35757200,5098640000
2022-06-24,89116800,69867600,4868900,9374400,14841100,33923200,9320500,472153000,19440600,26639000,8120260000
2022-06-27,70207900,62133200,3061100,5908600,11280500,24615100,6557200,427968000,5618500,25478700,4325310000
2022-06-28,67083400,74942900,3327200,9245700,11590900,27295500,6140200,461149000,6077300,33096900,4270120000
2022-06-29,66242400,66375300,2436900,7097900,9338400,20069800,7082200,482352000,5174600,25400900,4211240000
2022-06-30,98964500,97679400,4197100,10777200,15172600,31730900,8872900,686070000,7410100,39948100,4840070000
2022-07-01,71051600,73021200,3423100,5498400,10573600,22837700,7718400,577610000,5937200,26327900,4046950000
2022-07-05,73353800,76583700,3724900,5676400,12514200,22941000,11278600,651397000,5760900,34591100,5076590000
2022-07-06,74064300,66958900,3190600,5335600,10656200,23824400,7918400,529066000,5485200,33375700,4417720000
2022-07-07,66253700,57872300,4677600,5725800,10347400,20859900,5498000,492903000,6623400,23817400,4057770000
2022-07-08,64547800,45719700,2491100,3828300,8807800,19658800,5708300,467972000,4294200,17673800,3521620000
2022-07-11,63141600,53487600,2773300,3645200,7939500,19455200,6100400,437321000,5482900,15603800,3423480000
2022-07-12,77588800,54280300,2718400,4708800,11250900,35868500,7553900,458483000,5204400,21013000,3817210000
2022-07-13,71185600,61353800,2389000,5291700,12979900,29497400,7552400,521918000,5075600,19928600,4109390000
2022-07-14,78140700,51163100,2531200,5359600,26204800,25102800,6124400,456235000,4867000,26343000,4199690000
2022-07-15,76259900,84317800,2282100,5691100,18863900,29774100,8780600,385935000,6264600,17243700,4143800000
2022-07-18,81420900,59115400,2476400,7605700,13977900,20975000,6610800,670517000,6047500,19395800,4046870000
2022-07-19,82982400,60990000,2671400,13256400,11862300,25012600,6403800,702366000,5943600,18248900,4041070000
2022-07-20,64823400,71268300,2175900,7455800,11667500,22788300,6323700,760538000,8635300,16584400,4185300000
2022-07-21,65086600,60239900,2214500,5729200,11595900,22404700,7847600,557049000,8310200,21375700,4132790000
2022-07-22,66675400,51463800,1961500,4257000,7645500,21881300,11517100,536671000,5292700,15479500,3979240000
2022-07-25,53623900,50221300,1845600,4437300,9394000,21056000,5035600,480748000,5262100,17536400,3568340000
2022-07-26,55138700,67075100,1767700,4525500,10675100,39348000,6740900,397865000,5375700,15141200,3778950000
2022-07-27,78620700,61582000,1856500,4648500,9337400,45994000,6056200,569776000,5500000,18047000,4112180000
2022-07-28,81378700,82245500,2229200,5513000,10384800,33459300,13561500,474646000,7115700,20353100,4413000000
2022-07-29,101786900,148892900,5188100,6451400,12944500,32152800,11474800,435460000,18694700,29825800,4616360000
2022-08-01,67829400,76846900,3185100,5461400,14740400,21539600,7004500,476469000,12590000,20793200,4202810000
2022-08-02,59907000,61922400,8193100,5794200,14942900,22754200,7664200,489527000,7495000,16722500,4727710000
2022-08-03,82507500,71827800,4155900,5010000,14394500,23518900,7640400,418146000,6811000,23580800,4351760000
2022-08-04,55474100,70585000,2478900,5651600,18033900,18098700,8679200,409652000,6124700,31821500,4283320000
2022-08-05,56697000,50686900,1908500,5235500,14174600,16774600,8643200,386068000,4580300,17408000,4085940000
2022-08-08,60276900,52229000,2655000,4629800,10332500,18739200,7243200,981859000,4486800,14458500,4221090000
2022-08-09,63135500,40434700,2460000,5532500,10233800,23405200,5154000,668263000,3977300,19083400,3913090000
2022-08-10,70170500,54773800,2304300,5603400,12847300,24687800,5693300,597422000,4641300,18302000,4546010000
2022-08-11,57149200,44867300,2538900,9328700,11684900,20065900,7525800,509327000,5954300,18797900,4630200000
2022-08-12,68039400,47643500,1864800,14606900,9906700,22619700,5262500,478094000,5038700,15058200,3788010000
2022-08-15,54091700,39014600,1752400,10072000,8456200,18085700,5032700,457666000,6008000,20755200,3696830000
2022-08-16,56377100,59102900,1959300,7453600,9555000,18102900,5250600,451240000,7093000,14038200,4329820000
2022-08-17,79542000,48149800,1576200,7406600,8149300,18253400,4178000,446799000,4834600,13678000,3885030000
2022-08-18,62290100,37458700,1750900,8312100,9531800,17186200,5090700,415447000,3829000,17770400,3340330000
2022-08-19,70346300,47792800,2003600,8128500,13464500,20570000,5542800,441588000,6502500,16128600,3761340000
2022-08-22,69026800,50461500,2008900,5462600,8967600,25061100,5783400,409593000,6380700,16019900,3907430000
2022-08-23,54147100,36252100,2444900,5566300,7607000,17527400,3473600,369986000,5268200,23764700,3823520000
2022-08-24,53841500,38627000,2503200,5684300,9771300,18137000,5669200,522661000,5903200,17050300,3583630000
2022-08-25,51218200,37496300,1888700,5678700,10758900,16583400,5595200,770691000,5097600,15305700,3566870000
2022-08-26,78961000,53322700,2560400,5667100,11276200,27549300,7990000,769127000,6086600,15531400,3832750000
2022-08-29,73314000,48101600,1996600,5259200,8117300,20338500,5827800,496132000,5272100,23059200,3396510000
2022-08-30,77906200,49203000,2691200,6973300,10745400,22767100,7394200,530181000,5203700,17086800,3835860000
2022-08-31,87991100,53648700,2656600,8741700,10738300,24791800,6830900,573710000,8406900,18340900,4542490000
2022-09-01,74229900,56636100,2686200,7509600,9979800,23263400,5896300,1178865000,7446500,16423000,4152250000
2022-09-02,76957800,57429800,2185400,5803700,10666600,22855400,5785700,743157000,7077800,18206800,3665850000
2022-09-06,73714800,43888600,2141700,7394600,9751900,21328200,11077100,535751000,8217200,19201500,4127340000
2022-09-07,87449600,47900300,2166900,4590600,10647900,24126700,11366600,512657000,6609400,16274700,3890320000
2022-09-08,84923800,43988500,2245700,5838400,11435000,20319900,8852500,624873000,7380500,18759200,3966850000
2022-09-09,68028800,49387600,2279600,5500600,9299700,22084700,5700400,486612000,6434300,17158000,3901940000
2022-09-12,104956000,53826900,1937200,6365300,8614600,18747700,5573800,484159000,5818700,16118900,3814200000
2022-09-13,122656600,72694000,2207500,6726400,12904600,33353300,5624800,714956000,6350200,18229100,4224550000
2022-09-14,87965400,45316800,2295000,9555700,9345700,23913000,7281500,588507000,6137800,22655700,4293240000
2022-09-15,90481100,52887200,1933100,7174500,10821400,31530900,18681000,523625000,5320700,21092300,4441830000
2022-09-16,162278800,115667800,5088300,20201500,14844100,39791800,19190700,670751000,9321500,37874700,7954650000
2022-09-19,81474200,47279700,2923700,7380900,8201300,26826900,8821000,569685000,6056000,15342100,3766850000
2022-09-20,107689800,47698400,2512400,7143400,9619000,26660300,6242000,524818000,5589800,14712500,4058050000
2022-09-21,101696800,58498900,4061900,8071200,12606300,28625600,6706300,807679000,6413900,17332400,4078330000
2022-09-22,86652500,55229200,2508400,7401100,11684500,31061200,6748700,759162000,5061600,16139400,4284600000
2022-09-23,96029900,65126700,4047200,9598600,18138600,34176000,6719700,663309000,6523600,27738800,5144270000
2022-09-26,93339400,62723300,3213400,8735500,15753600,27694200,7702900,547343000,7396400,22043400,4886140000
2022-09-27,84442700,60094700,2753500,8686700,12793600,27018700,9247000,553854000,7722200,17307300,4577740000
2022-09-28,146691400,55763800,3694800,8660900,12762600,29029700,8713400,542414000,10455100,19543300,4684850000
2022-09-29,128138200,58969700,3518100,7008100,12713900,27484200,8291300,532763000,7128500,17896000,4681810000
2022-09-30,124925300,59479600,2963000,8985200,15973400,35694800,12854300,565638000,9431900,21357600,5645360000
2022-10-03,114311700,50941900,3444700,8657000,12248100,28880400,8115200,547478000,8477700,23881300,4806680000
2022-10-04,87830100,62812600,4008200,6236100,16013600,34888400,8193700,584182000,7211600,22133700,5146580000
2022-10-05,79471000,48217500,3067400,4539400,10943500,20347100,5468700,507131000,5071100,34857700,4293180000
2022-10-06,68402200,42253800,2415000,5890700,11521400,20239900,8374600,644157000,5530800,29124700,4252100000
2022-10-07,85925600,54678000,2759200,6363500,11681100,37769600,7697400,672478000,6095400,24507600,4449660000
2022-10-10,74899000,42339700,2633900,5315600,8931700,29743600,6118000,698699000,6923300,16786100,3834320000
2022-10-11,77033700,56432200,2542400,6212200,12739700,30474000,9143100,667482000,5516200,17804100,4759030000
2022-10-12,70433700,45728700,2260800,4341700,13181000,21903900,9715100,492590000,6823500,12635800,4006830000
2022-10-13,113224000,86868100,3745900,6465100,22398700,42551800,13643700,850103000,6910500,22019100,5021680000
2022-10-14,88598000,67737300,2830200,5684600,33387100,30198600,8735000,713432000,5516800,15222000,4243030000
2022-10-17,85250900,62782000,2940000,6710800,22276300,28142300,7563500,580774000,6664600,14283200,4352780000
2022-10-18,99136600,65607400,2674000,10883600,21539700,26329600,6998500,659362000,7114200,14065400,4483740000
2022-10-19,61758300,47198100,2088700,10044600,17072000,19985700,8579600,523131000,9993700,20921700,4223800000
2022-10-20,64522000,48795100,2953900,5659900,12207400,21811000,13023800,652398000,8168000,17649000,4496620000
2022-10-21,86548600,55660500,3483800,8487600,20593300,26299700,11161300,609494000,6394600,22814100,5078020000
2022-10-24,75981900,49531500,2919500,6855500,12624200,24911200,9989600,517457000,6946000,17024200,4747930000
2022-10-25,74732300,50934600,2545000,5661900,11289100,34775500,9216900,505482000,6776000,15719800,4843120000
2022-10-26,88194300,68802300,3546000,6123800,11667000,82543200,6247100,532953000,6612800,17383800,4817310000
2022-10-27,109180200,129605400,7872200,5390900,10727600,40424600,7163300,583113000,6676700,18214000,4687320000
2022-10-28,164762400,223133400,5161000,6073900,11859500,40647700,9123300,521040000,6996400,28169400,4459410000
2022-10-31,97943200,99251400,3786100,7810000,13295200,28357300,8273700,486341000,8346300,26401800,4820620000
2022-11-01,80379300,153370000,2717500,6985000,13386900,30592300,5410300,432817000,6428300,22213100,4481210000
2022-11-02,93604600,135761800,3150000,6877300,16546100,38407000,7119000,672628000,7318100,20654200,4899000000
2022-11-03,97918500,136683300,3570400,4819900,12474400,36633900,6920300,500065000,5204000,17103700,4625290000
2022-11-04,140814800,129101300,4973800,5300900,14953200,36789100,7758900,612576000,5555400,17541500,5400180000
2022-11-07,83374600,77495700,3405600,6621000,12011200,33498000,7008500,410061000,6746800,16008000,4341620000
2022-11-08,89908500,88703400,3676600,5148400,9884100,28192500,5518400,595292000,5266200,14661000,4607640000
2022-11-09,74917800,90796200,6248300,6150000,9494000,27852900,4940000,454414000,5690700,19522800,4645010000
2022-11-10,118854000,173414900,4590800,7877500,16351600,46268000,9315900,700819000,8068700,20146700,5781260000
2022-11-11,93979700,111590500,3585400,11074700,10704700,34620200,5730900,655487000,7175200,20518900,5593310000
2022-11-14,73374100,99533100,3217700,6581500,11085600,31123300,7904000,527852000,8516200,20858300,4561930000
2022-11-15,89868300,111336300,3371000,9351000,14038300,31390100,5594900,545876000,7732400,19373800,5015310000
2022-11-16,64218300,87958800,3062000,5500900,7893400,24093300,8444900,649547000,6193700,13591000,4165320000
2022-11-17,80389400,82617900,3256900,4464100,8820200,23123500,8333900,710894000,5186300,12425900,4051780000
2022-11-18,74829600,72428200,2868700,6555700,9468500,27613500,6664400,492072000,5671400,15415000,4037360000
2022-11-21,58724100,84330300,2522600,5706600,7800500,26394700,6593800,404739000,6377200,20973000,3850690000
2022-11-22,51804100,62192000,2523300,4707900,9185700,19665700,4105500,472866000,5372900,17719100,3887990000
2022-11-23,58301400,59414700,2311300,5389200,7316200,19508500,4259700,427241000,4296000,11546700,3279720000
2022-11-25,35195900,35088600,1034800,3058600,3220500,9200800,3622200,167934000,2411100,7136000,1706460000
2022-11-28,69246000,74943100,2862100,6183100,9906900,24778200,6464200,303741000,6628200,23015500,3615430000
2022-11-29,83763800,65567300,2277900,6700500,7925300,17956300,5398200,298384000,5634200,14453200,3546040000
2022-11-30,111380900,102805800,3850000,13288000,14761200,47594200,9739200,565298000,12396800,23158100,6579360000
2022-12-01,71250400,68488000,2504700,6282600,8858500,26041500,5830700,470977000,6927400,14398300,4527130000
2022-12-02,65447400,72496400,2218300,5823900,8931900,21528500,6316900,371389000,4938300,15248400,4012620000
2022-12-05,68826400,71535500,2064500,5120600,10154500,23435300,5511700,352255000,5402500,19287700,4280820000
2022-12-06,64727200,75503600,3633800,7943500,13966700,22463700,5027700,352694000,6866700,21197000,4368380000
2022-12-07,69721100,68086900,3044000,5702600,11739400,20481500,5108800,372388000,6175500,20061700,4118050000
2022-12-08,62128300,73305900,2189400,4798500,8907300,22611800,4281700,515456000,5187100,21128800,4006900000
2022-12-09,76097000,67398500,2257000,4561000,7957800,20609700,4460300,465338000,5868200,21298200,3888260000
2022-12-12,70462700,61999800,2709200,4882400,8841600,30665100,5348900,457328000,6142400,20413200,3904130000
2022-12-13,93886200,100212000,2945200,9177500,10025400,42196900,7179500,656589000,7680600,24305300,5079360000
2022-12-14,82291200,70298000,3513800,9533600,9966100,35410900,6111600,496888000,7385600,17597300,4472340000
2022-12-15,98931900,84802900,2953200,7602400,12087800,35560400,6469100,478542000,7117200,15365100,4493900000
2022-12-16,160156900,146144100,7610700,18841800,21133700,86102000,16949300,478232000,19966400,54596600,7493660000
2022-12-19,79592600,83531500,2622400,5736000,9017200,29696400,5681100,354039000,5881800,13611100,3969610000
2022-12-20,77432800,74348300,2649900,6174700,8549900,25150800,4811900,403260000,5646100,14680000,3985370000
2022-12-21,85928000,59267200,4143600,5472000,8051700,23690600,5356200,325025000,5024700,13565400,3775200000
2022-12-22,77852100,81431300,3129900,5709100,8648200,28651700,4491000,565045000,5904900,13213000,3956950000
2022-12-23,63814900,57433700,1959900,3683400,5091900,21207000,3254700,349326000,3401800,11539400,2819280000
2022-12-27,69007800,57284000,3381500,3067300,5411000,16688600,4726500,464902000,4215100,11962100,3030300000
2022-12-28,85438400,58228600,2270000,2645400,8827700,17457100,3536400,351066000,4197500,10702100,3083520000
2022-12-29,75703700,54995900,1652500,2828800,6585200,19770700,3378300,354923000,3809100,10534000,3003680000
2022-12-30,77034200,62401200,1521100,4216600,9292500,21938500,4266900,310490000,4532000,11799600,2979870000
2023-01-03,112117500,76706000,2651900,6344900,11054800,25740000,5535400,401277000,6447300,15146200,3959140000
2023-01-04,89113600,68885100,2387900,9788800,11687600,50623400,4831100,431324000,7313400,18058400,4414080000
2023-01-05,80962700,67930800,2355900,6255300,8381300,39585600,5472600,389168000,5373800,15946600,3893450000
2023-01-06,87754700,83303400,3945100,5706000,10029100,43613600,5235300,405044000,7882200,16348100,3923560000
2023-01-09,70790800,65266100,3417100,7925300,8482300,27369800,4749000,504231000,5727000,17964600,4311770000
2023-01-10,63896200,67756600,3011900,5047500,9048700,27033900,4921100,384101000,4716400,15104600,3851030000
2023-01-11,69458900,103126200,2402400,6494800,8703700,28669300,6153500,353285000,8691300,16710400,4303360000
2023-01-12,71379600,85254800,3881500,4269400,11001700,27269500,4648600,551409000,7801600,15357300,4440260000
2023-01-13,57809700,85549400,3067800,6088000,20200000,21333300,4943200,447287000,5535800,12011400,3939700000
2023-01-17,63646600,72755000,4100100,6053300,14292900,29831300,8410200,511102000,9611800,16542200,4235560000
2023-01-18,69672800,79570400,3361400,7047800,13392600,30028700,6107700,439624000,10461200,16399700,4298710000
2023-01-19,58280400,69002700,4885200,6939500,13303400,28623000,7099700,452932000,12683700,12928000,3991500000
2023-01-20,80223600,67481500,2964100,8620600,13092500,35389800,9429200,564967000,8603300,16515600,4013360000
2023-01-23,81760300,76501100,2610200,8425400,10487100,31934000,6864300,655163000,7473100,16584400,3945210000
2023-01-24,66435100,66929500,3505100,10541800,6945000,40234400,6652300,496204000,6822500,13583000,3320430000
2023-01-25,65799300,94261600,2424900,7099800,8967000,66526600,28527400,449537000,6902600,11914700,3724020000
2023-01-26,54105100,68523600,2677200,6946100,7487600,33454500,18508700,489535000,5398600,21019700,3809590000
2023-01-27,70555800,87775600,2783000,6058100,7489900,26498900,13243200,542142000,6870800,15179200,3907760000
2023-01-30,64015300,70691900,3426900,23259100,6729300,25867400,10669600,488611000,6369300,18672100,3802000000
2023-01-31,65874500,66527300,10992100,11612500,9188700,26541100,19020400,498017000,9373400,27861800,4679320000
2023-02-01,77663600,80450100,6022000,9865300,8841800,31259900,15188700,660477000,7207900,19464900,4856930000
2023-02-02,118339000,158154200,6130300,10099000,11822100,39940400,18604100,564276000,6444300,24562100,5624360000
2023-02-03,154357300,144374800,4134700,6868500,11501200,29077300,11671500,429366000,5993100,20226600,4694510000
2023-02-06,69858300,81945200,3528800,7021000,8406200,22518000,9343400,452197000,6108100,13855200,4114240000
2023-02-07,83322600,119501300,3467900,7310800,10447900,50841400,10855800,664150000,6278300,16013300,4355860000
2023-02-08,64120100,75878300,2300300,6054700,6958000,54686000,9082200,559651000,7123800,18459700,4029820000
2023-02-09,56007100,64622500,2464900,7949500,6443100,42375100,13163500,523876000,6547400,17439300,4270200000
2023-02-10,57450700,52740100,2820300,7028000,6582900,25818500,9883000,550737000,8108900,24918600,3891520000
2023-02-13,62199000,52841500,3068100,6414700,7134600,44630900,8114200,474919000,5081600,14536200,3448620000
2023-02-14,61707600,56202900,2512900,6316000,9249400,37047900,7089400,675474000,5253500,12079000,3929200000
2023-02-15,65573800,47957600,2398200,12621800,6728300,28922400,9344300,420575000,5530300,13663400,4075980000
2023-02-16,68167900,56339200,1934900,11177000,8165300,29603600,7795600,412026000,7595700,11360600,4143660000
2023-02-17,59144100,60029400,3759300,12401900,7948800,30000100,9436100,465888000,8034700,20758300,4045480000
2023-02-21,58867200,56580400,3105900,9423900,9996300,28397400,11915600,410015000,6899500,14469400,4121590000
2023-02-22,51011300,59534100,3145200,9820200,11107500,22491100,9351200,513184000,6126300,13973800,4079320000
2023-02-23,48394200,48467000,3219000,9385100,8068000,29219100,9049900,1117995000,5835400,11289400,3952940000
2023-02-24,55469600,57053800,2105500,8689700,9126900,24990900,9127800,589716000,5260700,14351000,3877700000
2023-02-27,44998500,47470300,1720900,7267100,10014700,21190000,7029700,452994000,5820900,11710500,3836950000
2023-02-28,50547000,43959300,2647700,9062300,11019800,22491000,11276700,455963000,6709900,18107000,5043400000
2023-03-01,55479000,52299500,4117700,6767000,7139200,27565300,11809200,460026000,7101800,13200000,4249480000
2023-03-02,52238100,55509400,2676500,8762500,11106800,24808200,16066500,389415000,5924600,10339900,4244900000
2023-03-03,70732300,55759600,2314700,5747200,9513100,30760100,10724800,412393000,5259400,13006700,4084730000
2023-03-06,87558000,52112400,2317100,8148200,9261300,24109800,6888900,437429000,4943100,14347400,4000870000
2023-03-07,56182000,49100700,3018400,7457700,11747600,21473200,7308900,515154000,5606800,11525300,3922500000
2023-03-08,47204800,44899100,2068600,6230500,10002500,17340200,5913600,513573000,5518800,13509800,3535570000
2023-03-09,53833600,56218700,2518800,7439400,25888100,26653400,7678100,501257000,4467200,12961200,4445260000
2023-03-10,68572400,69827500,5767500,8504300,37599700,28333900,10167100,474866000,5928000,15795700,5518190000
2023-03-13,84457100,72397100,4885100,10799600,42901100,33339700,8388800,421890000,8337100,20745600,6558020000
2023-03-14,73695900,60912700,3754900,8421200,29648100,33620300,8635800,474910000,9219700,18263500,5665870000
2023-03-15,77167900,70731800,5471700,7757700,34280600,46028000,12030300,524486000,8823500,25733800,6594010000
2023-03-16,76161100,84446900,3555000,7605500,24558500,54768800,8895800,583253000,7063400,27465200,5695790000
2023-03-17,98944600,87300200,7203000,20540700,38396000,69527400,14137400,848547000,16018800,43199500,9354280000
2023-03-20,73641400,62388900,3464200,7129000,22875500,43466600,7140100,432747000,8379200,32042100,5347140000
2023-03-21,73938300,58597300,3074600,8376800,17807800,34558700,6222300,547408000,7753200,31592300,4920240000
2023-03-22,75701800,57475400,2930200,7943500,17250200,34873300,7038000,797295000,5729100,14952700,4533010000
2023-03-23,67622100,57559300,2957400,9051500,16677600,36610900,7541200,564889000,5788400,14385900,4991600000
2023-03-24,59196500,56095400,2976800,5696200,22311100,28172000,5293900,454920000,6144800,13401600,4583970000
2023-03-27,52390300,46721300,3209500,6772300,18853900,26840200,5515900,361026000,5917200,14805900,4233540000
2023-03-28,45992200,38720100,1802000,6115300,10820500,21878600,5935500,356104000,4213800,11047600,4014600000
2023-03-29,51305700,49783300,1857300,6012000,14595300,25087000,5680500,393694000,4987700,14219100,4145250000
2023-03-30,49501700,53633400,1921100,4555700,12134700,25053400,6187000,364516000,4117700,11578200,3930860000
